train_loss,train_acc,test_loss,test_acc
0.05743457985866497,0.8510170688417092,0.05564690270693973,0.8544679299379005
0.043450716974823465,0.8617026894635418,0.04289595807009997,0.8639307266626602
0.034412531975673455,0.8927939238829039,0.03441473409960357,0.8936352852063302
0.031500055985065854,0.9019547782143046,0.031871491276736684,0.902720915965545
0.026673379663227654,0.9134377249200654,0.027501432865392417,0.9124920184795672
0.024311753152765233,0.9178810622694827,0.025408561142588344,0.9161314352964745
0.021835977863102752,0.9267258365368031,0.023316568025620654,0.9237373547676283
0.021040030320763854,0.9311354877013295,0.022950925844876718,0.9277108999399039
0.019267501520418933,0.9354205777191074,0.021371693942152586,0.9311343462039264
0.019101053150579535,0.9363587638807811,0.02163068837156364,0.9320498735476764
0.017336201549177747,0.9409853540760077,0.01994008488933711,0.9351931840945512
0.02122980633525036,0.9318168296594317,0.023363828300110374,0.9282962114383012
0.014694858440552993,0.94957216990441,0.017890693508282613,0.9422607421875
0.01441523787511237,0.9511070938752091,0.018082220830062095,0.9435432629707533
0.01455058341620348,0.9489385327666038,0.018060249974951148,0.9407865084134616
0.013330921319818684,0.9540411605792448,0.016863418650852207,0.9454635228866186
0.013817880638862539,0.953002848711094,0.017922349802878063,0.9440057216546474
0.012686197276356642,0.9558167075599676,0.01645507472373235,0.9463109725560898
0.011201997307409018,0.9610632790318943,0.015542312680433193,0.9502360026041666
0.010706796868382681,0.9625783281536073,0.015230742593606314,0.95121334760617
0.011229064985859153,0.9608600476871998,0.015887535473060172,0.9494855831830931
0.01057822693707296,0.962812809912901,0.015367982254247181,0.9506937662760416
0.027726622774461994,0.9160049749830843,0.030640506243798882,0.911815154246795
0.009436259712322276,0.967018219147186,0.014526026274931306,0.9539896647135415
0.009099465709246461,0.9681495307980869,0.014442608260045139,0.9535765036558495
0.009246893593573717,0.967510840732547,0.014799500170435445,0.9531766451322113
0.008733735325842294,0.9691938802670682,0.01460002423361099,0.9544192583133012
0.008779774868919309,0.9687858628306845,0.014785802668484394,0.954112517528045
0.009858162923310904,0.9656867338206808,0.016334079123528984,0.9521938226161858
0.008163597817937823,0.9711992447660998,0.0147374763910193,0.9552440154246794
0.007752994859524305,0.9723139465366041,0.014427671645535156,0.9553363506610578
0.00780367761361726,0.9720946494729614,0.014781798405844407,0.955521021133814
0.007517495270893646,0.9732575224878606,0.0144886691608311,0.9560077373798076
0.0074161092120101635,0.9737113272232467,0.0149454993273442,0.9569287422375802
0.00690205161346983,0.9752352384028311,0.014377562013881592,0.9575156187399839
0.0074514960128847394,0.9737064815951124,0.015206439500616398,0.9559819148137018
0.006450167933328603,0.9768703139925571,0.0142777378083944,0.9574796236478366
0.006461333029281198,0.9769467557198104,0.014695903456110196,0.9580015524839743
0.006062512984499335,0.9781816135205774,0.014076708032613775,0.9583990635016025
0.005914537580642064,0.9788366802544645,0.014257627636349449,0.9589976775340544
0.005839121567645014,0.9792098972706105,0.014141685984213836,0.9585907764923878
0.00563169726913987,0.9800623391355109,0.014101892515706519,0.9591299203725961
0.005340726222872166,0.9810308946884868,0.014079849065941138,0.959640111678686
0.005261007820636101,0.9812157281937405,0.014425216533709317,0.9593341533954326
0.0052239447017722335,0.9813362729107519,0.014464428255450912,0.9590235001001602
0.004971243314770773,0.9822286976858731,0.014404839768152064,0.9596854967948718
0.005034078896095801,0.9821469179939368,0.014728157756811319,0.9594382261618589
0.004873358016006748,0.9825637197508424,0.014497689519582005,0.9593865810296474
0.004979840658851502,0.9821124285230982,0.01490615206421353,0.9593466734274839
0.004862726215511193,0.9825950479027914,0.014499362480516234,0.9595454289362982
0.004360966356220601,0.9842868976702842,0.01443972900354614,0.9603021083733974
0.004455573685078844,0.9839702216198556,0.014720229281617018,0.9600845728165064
0.0044188279545794955,0.9843370123484225,0.014751639932607455,0.9600235376602564
0.004185137306569737,0.9849579523857698,0.014667737486888655,0.9599969325921475
0.003966207858258566,0.9860564847875263,0.014730045814455176,0.9608858548677883
0.004004447583647887,0.9858799173537957,0.014638572572342431,0.9605415539863782
0.0039976074667271615,0.9857373470543556,0.015323093364713714,0.9607457870092148
0.003977255240571372,0.9858127004587126,0.015065862438253438,0.9606088491586539
0.0036658236966781617,0.9871505861603471,0.014763617451535538,0.960796649639423
0.003783745153477173,0.9865203953783798,0.015142348691976318,0.9605165139222757
0.0044713976313756785,0.9837742198486877,0.01617617469552594,0.9592152130909456
0.003547330918897261,0.9875508039493062,0.014810083594056778,0.9608522072816505
0.004335312834719505,0.9844331475376125,0.015942239348078147,0.9593075483273236
0.0035432610841417862,0.9872715454765568,0.015263805997771366,0.9607669145633012
0.0033621575744434222,0.9879607389069839,0.015488032411667518,0.9613960461738781
0.0033110591944206856,0.9881802950951256,0.01583829194229717,0.9607950846354166
0.003165952913252211,0.9887806088223392,0.015666284802136943,0.9608506422776442
0.003578018392394443,0.9871266171441744,0.015956925024511293,0.959942157451923
0.002899125393797464,0.9898851010875764,0.015445200808850737,0.9618154672475961
0.002950069275548924,0.9896276090727572,0.015722822698686894,0.9617098294771634
0.002889611732711673,0.989861391195903,0.015899907918840956,0.9612966684194711
0.003136275712538494,0.9889807565854937,0.015414561159559526,0.9613561385717148
0.002528756724319717,0.9913107263446282,0.01573757427589347,0.9622873159555287
0.0024749244557539076,0.9914830182241224,0.015732275433644343,0.9620463053385416
0.00251767444246837,0.9912734124167484,0.016241809096148547,0.9623115735176282
0.002661673012273094,0.9907236797917718,0.016190442756245222,0.96150637895633
0.002810909364251378,0.9899966023595669,0.01684904578238881,0.9614899464142628
0.00246114097770529,0.9913025120980047,0.016485979086913478,0.9615838466546474
0.002535401193546173,0.9910790949548252,0.016323525085075136,0.9617113944811698
0.002458189067278358,0.9914726273317058,0.016252362659239832,0.961902324969952
0.002296960291154098,0.9919569051081938,0.01661681455152575,0.9617325220352564
0.0023391379289863625,0.991978542003874,0.016031334591389168,0.9613757011217947
0.00225889462755258,0.9921570787837981,0.016586309582635295,0.9622951409755608
0.0022476077162777598,0.9922724928357258,0.016415772401766542,0.96156741411258
