train_loss,train_acc,test_loss,test_acc
0.002105257399364546,0.9927363256892296,0.016562542322693236,0.9620400453225161
0.002218046342283738,0.9923445035340436,0.016842397172392037,0.9618545923477564
0.001991440265621121,0.9932895564949452,0.016768981668671284,0.9622967059795672
0.002023400579873606,0.9931587504477672,0.016999210051532525,0.9623632186498398
0.0019867476678845962,0.9931942764166024,0.017018565025258187,0.962444598858173
0.0026656519817376315,0.9905907748361504,0.01761024292500224,0.9606111966646637
0.0020384209052003886,0.9929842819224799,0.01692579854958846,0.9622716659154649
0.0019218139993830796,0.993475011898997,0.017497144794712465,0.9622262807992789
0.0019393996536552138,0.9933579653627246,0.017280881787883118,0.9621762006710738
0.0019936161499466295,0.9929614012292036,0.017646446659152087,0.9619109324919872
0.0019197690150817447,0.993395020166105,0.017112555547403947,0.9619234525240383
0.0017972959225345821,0.9939911360764321,0.01699087659168678,0.9624297313201122
0.00210535970481004,0.9929607793304057,0.01612040397109619,0.9620658678886217
0.0015872477182091085,0.9949058714709316,0.016741198460901312,0.9627951597556089
0.0016711195847311897,0.9946253692005864,0.016836744820466265,0.9622630583934294
0.0014874840134623223,0.9951147776421577,0.017412653745850548,0.962699694511218
0.0014923980422766937,0.9949980938801842,0.018333260231884196,0.962726299579327
0.0017221163122522155,0.9940943453644492,0.017695950795314275,0.9619289300380608
0.0015930660064290424,0.9946305776030194,0.0176927403275234,0.9625791892027243
0.001591412739717556,0.9946576302007323,0.01820665740039355,0.9620791704226762
0.0017177892082491932,0.9942597445322657,0.017604345062864013,0.9620721279046474
0.0016897713621679459,0.9944131203233212,0.01770241592991321,0.9619117149939903
0.0014989992886606286,0.9949406978036194,0.017974313397038106,0.9624524238782052
0.003891147379220501,0.9862153799304136,0.01607351678831037,0.959057147686298
0.0016445328551710002,0.9948865407832941,0.01689384344111507,0.9624406863481569
0.001206295465843777,0.9962963594458963,0.017761722575717915,0.9631050305488781
0.0011827769561883713,0.9962622327493565,0.01834120933684365,0.9630385178786058
0.0011516338250299105,0.9963786832992808,0.01817824738100171,0.9631934532752403
0.001301160118372426,0.9956980668897764,0.01871111178479623,0.9628100272936698
0.0014039953709099726,0.9952974863265183,0.018623179993786227,0.9625815367087339
0.0012867294239911832,0.9958236127096214,0.01826332642910226,0.9626762194511219
0.0012786773900290524,0.9957984258083026,0.01862232312366056,0.9630995530348558
0.0014005743935255276,0.9953042753883965,0.019175988641412307,0.9624547713842148
0.0012938994486219012,0.995692262500995,0.018747835682006553,0.9628663674379005
0.0013103644129185364,0.9958442131073049,0.01849674117208148,0.9626550918970352
0.0013015908871687565,0.9956965380552312,0.01875124039846317,0.962646484375
0.0012894592868089008,0.9957737830684321,0.018695864482045483,0.9626566569010416
0.0011906432019987232,0.996114557697283,0.01912771937592576,0.9625823192107372
0.0012365935480998904,0.9960097936622708,0.018600150566877954,0.9624688564202725
0.0012901634528122074,0.9958064068428769,0.018599631832330488,0.9626394418569711
0.001352558706494491,0.9954889793314008,0.019254246983715955,0.9621073404947916
0.001142768388208954,0.996299572589686,0.019193921546199515,0.9627810747195514
0.0010831356053804403,0.9964978805688963,0.019141084854103003,0.962634746844952
0.0011262044502681147,0.9964436976361211,0.018693633185951814,0.9630346053685899
0.0010935134385428454,0.9964996426154907,0.019094925638152443,0.9627975072616186
0.0011199459176711036,0.9964062541459919,0.01961121020819216,0.9630408653846153
0.0010792441135470759,0.9964381782842889,0.019748388629523106,0.9627176920572916
0.0010098499717606407,0.996759052151604,0.020073044552797608,0.963024432842548
0.0010397443225484075,0.9967360159836283,0.019021333670631673,0.9629054925380608
0.0012048654867212953,0.9960376495459309,0.01997921355359722,0.9624852889623398
0.0010473612282736302,0.9966185548481572,0.0195449421153171,0.9625408466045672
0.0009849898921975224,0.9968858676814948,0.019874046789482236,0.9631989307892628
0.0010271244665405257,0.9967306780189457,0.0199637479284623,0.9631472856570514
0.0009558180107859343,0.996910329034216,0.019710525710252114,0.9629407051282052
0.0009787826269766892,0.9969271462142117,0.020198476379543234,0.9631496331630608
0.0009869835869359027,0.9968321770852682,0.01986797823337838,0.9628468048878206
0.0009379016875363511,0.997015144894128,0.02027385195348567,0.9627881172375802
0.0009270660232568803,0.9970890472012897,0.02033712922032767,0.9628961025140225
0.0009809840146103464,0.9969112359699631,0.019746531601413153,0.9630784254807693
0.0008673068173041759,0.997338454531735,0.01984870177693665,0.9630776429787661
0.000904338923491738,0.9971937334989518,0.01986195284795637,0.9629837427383814
0.0008530338100213014,0.9972998968062594,0.020446713751880452,0.9631746732271634
0.0010611842825722717,0.996431311485061,0.020270657900255173,0.9621683756510416
0.0008480512301360294,0.9973601432523151,0.02022100269581036,0.9630518204126602
0.0008046064356701123,0.9975888206228275,0.02009277610341087,0.9631903232672275
0.0008593578928624251,0.9974026137577281,0.019816197532539565,0.963123028094952
