train_loss,train_acc,test_loss,test_acc
0.06748098680423781,0.821200726958235,0.06911825365386903,0.8163718199118589
0.05524871360527293,0.8502284234285031,0.05720253059795747,0.8453275240384616
0.043761549784797724,0.8657540750955237,0.04617475580501681,0.8583420973557692
0.03708143725222804,0.8872880465246636,0.04017575943726115,0.8791738656850961
0.03491716711226466,0.8950749450241462,0.03849071220611222,0.8861130934495193
0.030334691742577094,0.9052927941000876,0.03388141703908332,0.8967410356570512
0.029759139636940754,0.9025989358067769,0.033801369436938934,0.8919442983774039
0.029902813922730795,0.9060927114290075,0.03431994432078985,0.8959037585136218
0.024875055152856047,0.9193381193282829,0.02941272538737394,0.9073282877604166
0.022928095332893958,0.9247030329589779,0.027750706882216036,0.9125068860176281
0.02127340377930702,0.9294519040053599,0.026432032386461895,0.9176432291666666
0.020435075329892305,0.9320548614243637,0.02571187667005385,0.9190470377604166
0.019858500394017976,0.9332955495263618,0.025069288070274826,0.9199375250400642
0.019863042424980035,0.931354188778624,0.025480885912353795,0.9177887745392628
0.018709717009366893,0.9359991509008412,0.024764500684492912,0.921519744090545
0.01730207342345418,0.9413093374373126,0.023046060096627723,0.9266013120993589
0.016324595811321597,0.9451674939302678,0.02278211674032112,0.9299019055488783
0.015783483596861096,0.9460816851633189,0.02229382979082099,0.9306124173677883
0.015114309123170149,0.9478622332468756,0.021721774852873448,0.9320506560496794
0.014835024947893592,0.9488819399759864,0.021519499801797792,0.9321116912059294
0.014134736743133364,0.9507060728003024,0.021262121328618377,0.933333959334936
0.014026869802564516,0.9514173695505082,0.02121269394410774,0.9334920247395834
0.013313762098133163,0.9535186101142302,0.021279031682449084,0.9350898938301281
0.012607742726360135,0.9557752735525512,0.020280675642425194,0.9371854341947116
0.012929466052916352,0.9546084877577149,0.02083699835444956,0.93536376953125
0.012319712583267969,0.956890493572054,0.020144761365372688,0.93743896484375
0.011976677624742613,0.9577292795758485,0.020041323543409817,0.9380618364383014
0.011418014329402903,0.9598554479163903,0.020190179367394496,0.93963623046875
0.011432915312058456,0.9594824641122933,0.02033627584266166,0.9392371544471154
0.01126520202135993,0.9599947532471409,0.01975686533357172,0.9389632787459936
0.010356575524175515,0.963511280000398,0.019390646149986424,0.9419790414663463
0.01086696476211997,0.961162523715074,0.020074191381960798,0.9390008388421475
0.009971337969260365,0.9643809018195929,0.01961886782858831,0.9426300831330129
0.009535861272582024,0.9658886436304296,0.01916568046726752,0.9430103791065706
0.009403716814558068,0.9666853478155598,0.018929211645930383,0.9432842548076924
0.009831637080399646,0.9649538779121448,0.020536762312985957,0.9412669646434294
0.009212311448095024,0.9670966302206331,0.019301172763031598,0.9432091346153846
0.008814042328643893,0.968452680549659,0.019169866859253187,0.9437474959935898
0.00846463941651576,0.9701179182310877,0.018962779446155764,0.9447803986378206
0.008554013578572014,0.9693144768089791,0.019428927237944055,0.9438539162660257
0.008392840606106169,0.9702101665527901,0.019579552521463484,0.9444251427283653
0.007948568572641054,0.9716008359149043,0.01866198608574147,0.9452232947716346
0.007874050366612895,0.9717391565725582,0.019623757582545902,0.94537353515625
0.007813914965069748,0.9720165752613633,0.01891241391422227,0.94561767578125
0.015446554865237041,0.9449688490892084,0.027973090793238953,0.9221347906650642
0.007416875278076048,0.9734133081367581,0.018881429394241422,0.9460511818910255
0.006811717749602524,0.9757698899819567,0.018617959727028694,0.94781494140625
0.006632978234423383,0.9761933512384908,0.01873322995379567,0.9480872521033653
0.006578689863938721,0.9766830965419112,0.018745963015438367,0.9480528220152243
0.0065145061634305544,0.9766949644439727,0.018585422144193824,0.9480027418870192
0.00648681121730066,0.9766812308455171,0.0193031853462647,0.9474268204126602
0.006536232241253982,0.9765549335646244,0.019348389925047133,0.947162334735577
0.006196309783654663,0.9778331428941015,0.019352567906025797,0.9480841220953525
0.00744302306979928,0.9730581002733037,0.020461870915217634,0.943592560596955
0.005978422924341642,0.9787172238603498,0.01913595324731432,0.948101337139423
0.005889274580341518,0.9789822045731951,0.01921702184093495,0.9487382937700319
0.005485047653083577,0.980576649441452,0.018953003542264923,0.9489167042267628
0.0056248990669554196,0.9799293046176402,0.019430892629316077,0.9488932291666666
0.005402993817496293,0.9807172503946985,0.019302003405755386,0.9495771359174681
0.005524229150236221,0.980134531220978,0.019142444488049176,0.9488321940104166
0.005632305509962075,0.979629238447608,0.02019345623072392,0.9478086813902243
0.00519832240359131,0.9811292583483695,0.019843717682912636,0.9499965569911858
0.004971222400732105,0.9823377113626715,0.019105052308683906,0.9498588366386219
0.004915592398477777,0.9826583520179372,0.0193539279862307,0.9494535006009616
0.005022799711039649,0.9818911362008119,0.01985820052505005,0.9487367287660255
0.004612534560133691,0.9835480300733674,0.019822029789793305,0.949836926582532
0.004637347662199138,0.9833608385351712,0.020397356085595675,0.9501937474959936
0.004537681450194475,0.983741285124844,0.019918679419788532,0.9501092372796475
0.004453061059255136,0.9841394558302599,0.02004136391042266,0.9504597981770834
0.004292597496702499,0.9848205904887628,0.019629719070508145,0.950343987880609
0.004321730590734481,0.984534050617587,0.019829871045658365,0.9505756084735576
0.004109211506963094,0.9855011032484676,0.019950616095835965,0.9504331931089745
0.0040193695925810945,0.9856905232573567,0.019944894355527747,0.9510200696113782
0.003945218396817873,0.9860673421040412,0.020070953272806946,0.9508400941506411
0.003824310811839981,0.9863187446931303,0.02019081603793893,0.9510904947916666
0.003760236290632225,0.9866576277131373,0.020047999544961687,0.9515819060496796
0.0037392525048300022,0.986735779662085,0.02038738007831853,0.9512188251201922
0.003673741422988257,0.9870754918804892,0.019939349697475944,0.950946514423077
